
2022-12-02 15:01:01.063799 ||Processed frame no: 1 || Current FPS: 0.67 || Objects tracked: 2 || car: 2 
2023-02-03 21:01:48.693043 ||Processed frame no: 2111 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:48.739047 ||Processed frame no: 2112 || Current FPS: 45.44 || Objects tracked: 0 || 
2023-02-03 21:01:48.789578 ||Processed frame no: 2113 || Current FPS: 37.04 || Objects tracked: 1 || auto: 1 
2023-02-03 21:01:48.846091 ||Processed frame no: 2114 || Current FPS: 31.75 || Objects tracked: 2 || auto: 1 bike: 1 
2023-02-03 21:01:48.902720 ||Processed frame no: 2115 || Current FPS: 31.25 || Objects tracked: 2 || auto: 1 bike: 1 
2023-02-03 21:01:48.949967 ||Processed frame no: 2116 || Current FPS: 44.36 || Objects tracked: 0 || 
2023-02-03 21:01:48.995967 ||Processed frame no: 2117 || Current FPS: 45.47 || Objects tracked: 0 || 
2023-02-03 21:01:49.042107 ||Processed frame no: 2118 || Current FPS: 45.44 || Objects tracked: 0 || 
2023-02-03 21:01:49.090641 ||Processed frame no: 2119 || Current FPS: 43.46 || Objects tracked: 0 || 
2023-02-03 21:01:49.138655 ||Processed frame no: 2120 || Current FPS: 45.42 || Objects tracked: 0 || 
2023-02-03 21:01:49.188176 ||Processed frame no: 2121 || Current FPS: 45.44 || Objects tracked: 0 || 
2023-02-03 21:01:49.248646 ||Processed frame no: 2122 || Current FPS: 46.49 || Objects tracked: 0 || 
2023-02-03 21:01:49.296646 ||Processed frame no: 2123 || Current FPS: 45.45 || Objects tracked: 0 || 
2023-02-03 21:01:49.345156 ||Processed frame no: 2124 || Current FPS: 45.44 || Objects tracked: 0 || 
2023-02-03 21:01:49.390160 ||Processed frame no: 2125 || Current FPS: 45.45 || Objects tracked: 0 || 
2023-02-03 21:01:49.438164 ||Processed frame no: 2126 || Current FPS: 45.45 || Objects tracked: 0 || 
2023-02-03 21:01:49.485670 ||Processed frame no: 2127 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:49.532268 ||Processed frame no: 2128 || Current FPS: 44.25 || Objects tracked: 0 || 
2023-02-03 21:01:49.582783 ||Processed frame no: 2129 || Current FPS: 43.46 || Objects tracked: 0 || 
2023-02-03 21:01:49.634776 ||Processed frame no: 2130 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:49.685287 ||Processed frame no: 2131 || Current FPS: 43.47 || Objects tracked: 0 || 
2023-02-03 21:01:49.736285 ||Processed frame no: 2132 || Current FPS: 43.47 || Objects tracked: 0 || 
2023-02-03 21:01:49.784790 ||Processed frame no: 2133 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:49.834793 ||Processed frame no: 2134 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:49.882298 ||Processed frame no: 2135 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:49.930298 ||Processed frame no: 2136 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:49.977619 ||Processed frame no: 2137 || Current FPS: 45.38 || Objects tracked: 0 || 
2023-02-03 21:01:50.031051 ||Processed frame no: 2138 || Current FPS: 42.68 || Objects tracked: 0 || 
2023-02-03 21:01:50.079192 ||Processed frame no: 2139 || Current FPS: 41.67 || Objects tracked: 0 || 
2023-02-03 21:01:50.126192 ||Processed frame no: 2140 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:50.174381 ||Processed frame no: 2141 || Current FPS: 44.1 || Objects tracked: 0 || 
2023-02-03 21:01:50.220381 ||Processed frame no: 2142 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:50.275892 ||Processed frame no: 2143 || Current FPS: 43.49 || Objects tracked: 0 || 
2023-02-03 21:01:50.320892 ||Processed frame no: 2144 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:50.368402 ||Processed frame no: 2145 || Current FPS: 42.54 || Objects tracked: 0 || 
2023-02-03 21:01:50.417432 ||Processed frame no: 2146 || Current FPS: 39.99 || Objects tracked: 0 || 
2023-02-03 21:01:50.465032 ||Processed frame no: 2147 || Current FPS: 42.39 || Objects tracked: 0 || 
2023-02-03 21:01:50.518977 ||Processed frame no: 2148 || Current FPS: 34.48 || Objects tracked: 1 || bus: 1 
2023-02-03 21:01:50.572150 ||Processed frame no: 2149 || Current FPS: 34.3 || Objects tracked: 1 || bus: 1 
2023-02-03 21:01:50.628151 ||Processed frame no: 2150 || Current FPS: 33.33 || Objects tracked: 1 || bus: 1 
2023-02-03 21:01:50.673709 ||Processed frame no: 2151 || Current FPS: 41.67 || Objects tracked: 0 || 
2023-02-03 21:01:50.719700 ||Processed frame no: 2152 || Current FPS: 41.67 || Objects tracked: 0 || 
2023-02-03 21:01:50.766255 ||Processed frame no: 2153 || Current FPS: 42.5 || Objects tracked: 0 || 
2023-02-03 21:01:50.813268 ||Processed frame no: 2154 || Current FPS: 43.6 || Objects tracked: 0 || 
2023-02-03 21:01:50.858835 ||Processed frame no: 2155 || Current FPS: 42.48 || Objects tracked: 0 || 
2023-02-03 21:01:50.906836 ||Processed frame no: 2156 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:50.953538 ||Processed frame no: 2157 || Current FPS: 42.18 || Objects tracked: 0 || 
2023-02-03 21:01:51.000496 ||Processed frame no: 2158 || Current FPS: 41.67 || Objects tracked: 0 || 
2023-02-03 21:01:51.049666 ||Processed frame no: 2159 || Current FPS: 41.36 || Objects tracked: 0 || 
2023-02-03 21:01:51.099666 ||Processed frame no: 2160 || Current FPS: 40.0 || Objects tracked: 0 || 
2023-02-03 21:01:51.147910 ||Processed frame no: 2161 || Current FPS: 41.76 || Objects tracked: 0 || 
2023-02-03 21:01:51.196915 ||Processed frame no: 2162 || Current FPS: 41.67 || Objects tracked: 0 || 
2023-02-03 21:01:51.244931 ||Processed frame no: 2163 || Current FPS: 41.65 || Objects tracked: 0 || 
2023-02-03 21:01:51.292467 ||Processed frame no: 2164 || Current FPS: 41.67 || Objects tracked: 0 || 
2023-02-03 21:01:51.340237 ||Processed frame no: 2165 || Current FPS: 43.16 || Objects tracked: 0 || 
2023-02-03 21:01:51.387773 ||Processed frame no: 2166 || Current FPS: 41.67 || Objects tracked: 0 || 
2023-02-03 21:01:51.436789 ||Processed frame no: 2167 || Current FPS: 41.62 || Objects tracked: 0 || 
2023-02-03 21:01:51.483329 ||Processed frame no: 2168 || Current FPS: 43.47 || Objects tracked: 0 || 
2023-02-03 21:01:51.532374 ||Processed frame no: 2169 || Current FPS: 43.38 || Objects tracked: 0 || 
2023-02-03 21:01:51.582747 ||Processed frame no: 2170 || Current FPS: 41.69 || Objects tracked: 0 || 
2023-02-03 21:01:51.631739 ||Processed frame no: 2171 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:51.684405 ||Processed frame no: 2172 || Current FPS: 33.42 || Objects tracked: 1 || bus: 1 
2023-02-03 21:01:51.736410 ||Processed frame no: 2173 || Current FPS: 39.98 || Objects tracked: 0 || 
2023-02-03 21:01:51.794949 ||Processed frame no: 2174 || Current FPS: 29.41 || Objects tracked: 2 || car: 1 truck: 1 
2023-02-03 21:01:51.851520 ||Processed frame no: 2175 || Current FPS: 32.7 || Objects tracked: 1 || car: 1 
2023-02-03 21:01:51.900521 ||Processed frame no: 2176 || Current FPS: 40.0 || Objects tracked: 0 || 
2023-02-03 21:01:51.949934 ||Processed frame no: 2177 || Current FPS: 40.77 || Objects tracked: 0 || 
2023-02-03 21:01:51.999934 ||Processed frame no: 2178 || Current FPS: 41.67 || Objects tracked: 0 || 
2023-02-03 21:01:52.056455 ||Processed frame no: 2179 || Current FPS: 32.77 || Objects tracked: 1 || bike: 1 
2023-02-03 21:01:52.111239 ||Processed frame no: 2180 || Current FPS: 33.34 || Objects tracked: 1 || car: 1 
2023-02-03 21:01:52.168794 ||Processed frame no: 2181 || Current FPS: 32.76 || Objects tracked: 1 || car: 1 
2023-02-03 21:01:52.223793 ||Processed frame no: 2182 || Current FPS: 33.32 || Objects tracked: 1 || car: 1 
2023-02-03 21:01:52.277319 ||Processed frame no: 2183 || Current FPS: 33.88 || Objects tracked: 1 || car: 1 
2023-02-03 21:01:52.332320 ||Processed frame no: 2184 || Current FPS: 33.33 || Objects tracked: 1 || car: 1 
2023-02-03 21:01:52.385866 ||Processed frame no: 2185 || Current FPS: 33.33 || Objects tracked: 1 || car: 1 
2023-02-03 21:01:52.448831 ||Processed frame no: 2186 || Current FPS: 33.87 || Objects tracked: 0 || 
2023-02-03 21:01:52.495831 ||Processed frame no: 2187 || Current FPS: 41.67 || Objects tracked: 0 || 
2023-02-03 21:01:52.546844 ||Processed frame no: 2188 || Current FPS: 39.98 || Objects tracked: 0 || 
2023-02-03 21:01:52.597080 ||Processed frame no: 2189 || Current FPS: 39.9 || Objects tracked: 0 || 
2023-02-03 21:01:52.645711 ||Processed frame no: 2190 || Current FPS: 42.32 || Objects tracked: 0 || 
2023-02-03 21:01:52.693586 ||Processed frame no: 2191 || Current FPS: 41.07 || Objects tracked: 0 || 
2023-02-03 21:01:52.750350 ||Processed frame no: 2192 || Current FPS: 33.13 || Objects tracked: 1 || bike: 1 
2023-02-03 21:01:52.810062 ||Processed frame no: 2193 || Current FPS: 32.24 || Objects tracked: 1 || bike: 1 
2023-02-03 21:01:52.867098 ||Processed frame no: 2194 || Current FPS: 32.22 || Objects tracked: 1 || bike: 1 
2023-02-03 21:01:52.919098 ||Processed frame no: 2195 || Current FPS: 34.48 || Objects tracked: 1 || bike: 1 
2023-02-03 21:01:52.970649 ||Processed frame no: 2196 || Current FPS: 33.86 || Objects tracked: 1 || bike: 1 
2023-02-03 21:01:53.023749 ||Processed frame no: 2197 || Current FPS: 33.25 || Objects tracked: 1 || bike: 1 
2023-02-03 21:01:53.078387 ||Processed frame no: 2198 || Current FPS: 34.48 || Objects tracked: 1 || bike: 1 
2023-02-03 21:01:53.137687 ||Processed frame no: 2199 || Current FPS: 27.76 || Objects tracked: 1 || bike: 1 
2023-02-03 21:01:53.185218 ||Processed frame no: 2200 || Current FPS: 41.67 || Objects tracked: 0 || 
2023-02-03 21:01:53.240223 ||Processed frame no: 2201 || Current FPS: 41.66 || Objects tracked: 0 || 
2023-02-03 21:01:53.293761 ||Processed frame no: 2202 || Current FPS: 33.34 || Objects tracked: 1 || auto: 1 
2023-02-03 21:01:53.355364 ||Processed frame no: 2203 || Current FPS: 33.78 || Objects tracked: 1 || auto: 1 
2023-02-03 21:01:53.410362 ||Processed frame no: 2204 || Current FPS: 31.25 || Objects tracked: 0 || 
2023-02-03 21:01:53.457916 ||Processed frame no: 2205 || Current FPS: 40.73 || Objects tracked: 0 || 
2023-02-03 21:01:53.504917 ||Processed frame no: 2206 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:53.553452 ||Processed frame no: 2207 || Current FPS: 42.47 || Objects tracked: 0 || 
2023-02-03 21:01:53.604827 ||Processed frame no: 2208 || Current FPS: 41.01 || Objects tracked: 0 || 
2023-02-03 21:01:53.653161 ||Processed frame no: 2209 || Current FPS: 42.46 || Objects tracked: 0 || 
2023-02-03 21:01:53.703163 ||Processed frame no: 2210 || Current FPS: 41.65 || Objects tracked: 0 || 
2023-02-03 21:01:53.754706 ||Processed frame no: 2211 || Current FPS: 33.83 || Objects tracked: 0 || 
2023-02-03 21:01:53.803707 ||Processed frame no: 2212 || Current FPS: 39.99 || Objects tracked: 0 || 
2023-02-03 21:01:53.849243 ||Processed frame no: 2213 || Current FPS: 42.49 || Objects tracked: 0 || 
2023-02-03 21:01:53.899317 ||Processed frame no: 2214 || Current FPS: 40.99 || Objects tracked: 0 || 
2023-02-03 21:01:53.948832 ||Processed frame no: 2215 || Current FPS: 39.19 || Objects tracked: 0 || 
2023-02-03 21:01:53.994845 ||Processed frame no: 2216 || Current FPS: 43.46 || Objects tracked: 0 || 
2023-02-03 21:01:54.040857 ||Processed frame no: 2217 || Current FPS: 41.65 || Objects tracked: 0 || 
2023-02-03 21:01:54.088391 ||Processed frame no: 2218 || Current FPS: 41.68 || Objects tracked: 0 || 
2023-02-03 21:01:54.133956 ||Processed frame no: 2219 || Current FPS: 42.45 || Objects tracked: 0 || 
2023-02-03 21:01:54.179512 ||Processed frame no: 2220 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:54.231520 ||Processed frame no: 2221 || Current FPS: 33.34 || Objects tracked: 1 || bike: 1 
2023-02-03 21:01:54.287072 ||Processed frame no: 2222 || Current FPS: 33.34 || Objects tracked: 1 || bike: 1 
2023-02-03 21:01:54.337093 ||Processed frame no: 2223 || Current FPS: 34.45 || Objects tracked: 1 || bike: 1 
2023-02-03 21:01:54.383619 ||Processed frame no: 2224 || Current FPS: 41.67 || Objects tracked: 0 || 
2023-02-03 21:01:54.428611 ||Processed frame no: 2225 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:54.479167 ||Processed frame no: 2226 || Current FPS: 34.49 || Objects tracked: 1 || bus: 1 
2023-02-03 21:01:54.530218 ||Processed frame no: 2227 || Current FPS: 34.42 || Objects tracked: 1 || bus: 1 
2023-02-03 21:01:54.575755 ||Processed frame no: 2228 || Current FPS: 41.64 || Objects tracked: 0 || 
2023-02-03 21:01:54.621642 ||Processed frame no: 2229 || Current FPS: 41.86 || Objects tracked: 0 || 
2023-02-03 21:01:54.666182 ||Processed frame no: 2230 || Current FPS: 42.49 || Objects tracked: 0 || 
2023-02-03 21:01:54.712172 ||Processed frame no: 2231 || Current FPS: 43.49 || Objects tracked: 0 || 
2023-02-03 21:01:54.756736 ||Processed frame no: 2232 || Current FPS: 42.45 || Objects tracked: 0 || 
2023-02-03 21:01:54.810735 ||Processed frame no: 2233 || Current FPS: 41.67 || Objects tracked: 0 || 
2023-02-03 21:01:54.860284 ||Processed frame no: 2234 || Current FPS: 42.49 || Objects tracked: 0 || 
2023-02-03 21:01:54.904291 ||Processed frame no: 2235 || Current FPS: 41.67 || Objects tracked: 0 || 
2023-02-03 21:01:54.949824 ||Processed frame no: 2236 || Current FPS: 41.62 || Objects tracked: 0 || 
2023-02-03 21:01:54.994835 ||Processed frame no: 2237 || Current FPS: 43.5 || Objects tracked: 0 || 
2023-02-03 21:01:55.040843 ||Processed frame no: 2238 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:55.088388 ||Processed frame no: 2239 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:55.133831 ||Processed frame no: 2240 || Current FPS: 42.66 || Objects tracked: 0 || 
2023-02-03 21:01:55.179638 ||Processed frame no: 2241 || Current FPS: 45.45 || Objects tracked: 0 || 
2023-02-03 21:01:55.230639 ||Processed frame no: 2242 || Current FPS: 33.33 || Objects tracked: 0 || 
2023-02-03 21:01:55.275174 ||Processed frame no: 2243 || Current FPS: 41.67 || Objects tracked: 0 || 
2023-02-03 21:01:55.319174 ||Processed frame no: 2244 || Current FPS: 43.46 || Objects tracked: 0 || 
2023-02-03 21:01:55.363736 ||Processed frame no: 2245 || Current FPS: 44.36 || Objects tracked: 0 || 
2023-02-03 21:01:55.411909 ||Processed frame no: 2246 || Current FPS: 43.16 || Objects tracked: 0 || 
2023-02-03 21:01:55.455469 ||Processed frame no: 2247 || Current FPS: 44.33 || Objects tracked: 0 || 
2023-02-03 21:01:55.499470 ||Processed frame no: 2248 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:55.544490 ||Processed frame no: 2249 || Current FPS: 41.62 || Objects tracked: 0 || 
2023-02-03 21:01:55.589001 ||Processed frame no: 2250 || Current FPS: 43.46 || Objects tracked: 0 || 
2023-02-03 21:01:55.634035 ||Processed frame no: 2251 || Current FPS: 43.59 || Objects tracked: 0 || 
2023-02-03 21:01:55.677107 ||Processed frame no: 2252 || Current FPS: 43.51 || Objects tracked: 0 || 
2023-02-03 21:01:55.724115 ||Processed frame no: 2253 || Current FPS: 41.67 || Objects tracked: 0 || 
2023-02-03 21:01:55.767255 ||Processed frame no: 2254 || Current FPS: 45.2 || Objects tracked: 0 || 
2023-02-03 21:01:55.811256 ||Processed frame no: 2255 || Current FPS: 45.45 || Objects tracked: 0 || 
2023-02-03 21:01:55.854782 ||Processed frame no: 2256 || Current FPS: 44.39 || Objects tracked: 0 || 
2023-02-03 21:01:55.898782 ||Processed frame no: 2257 || Current FPS: 43.47 || Objects tracked: 0 || 
2023-02-03 21:01:55.943790 ||Processed frame no: 2258 || Current FPS: 43.47 || Objects tracked: 0 || 
2023-02-03 21:01:55.986321 ||Processed frame no: 2259 || Current FPS: 43.51 || Objects tracked: 0 || 
2023-02-03 21:01:56.029329 ||Processed frame no: 2260 || Current FPS: 45.45 || Objects tracked: 0 || 
2023-02-03 21:01:56.072882 ||Processed frame no: 2261 || Current FPS: 44.37 || Objects tracked: 0 || 
2023-02-03 21:01:56.115881 ||Processed frame no: 2262 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:56.158295 ||Processed frame no: 2263 || Current FPS: 45.13 || Objects tracked: 0 || 
2023-02-03 21:01:56.209547 ||Processed frame no: 2264 || Current FPS: 33.33 || Objects tracked: 0 || 
2023-02-03 21:01:56.253715 ||Processed frame no: 2265 || Current FPS: 45.13 || Objects tracked: 0 || 
2023-02-03 21:01:56.296353 ||Processed frame no: 2266 || Current FPS: 44.17 || Objects tracked: 0 || 
2023-02-03 21:01:56.339386 ||Processed frame no: 2267 || Current FPS: 45.41 || Objects tracked: 0 || 
2023-02-03 21:01:56.382612 ||Processed frame no: 2268 || Current FPS: 45.46 || Objects tracked: 0 || 
2023-02-03 21:01:56.424612 ||Processed frame no: 2269 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:56.469170 ||Processed frame no: 2270 || Current FPS: 44.38 || Objects tracked: 0 || 
2023-02-03 21:01:56.513176 ||Processed frame no: 2271 || Current FPS: 43.47 || Objects tracked: 0 || 
2023-02-03 21:01:56.555729 ||Processed frame no: 2272 || Current FPS: 46.38 || Objects tracked: 0 || 
2023-02-03 21:01:56.598734 ||Processed frame no: 2273 || Current FPS: 45.44 || Objects tracked: 0 || 
2023-02-03 21:01:56.641754 ||Processed frame no: 2274 || Current FPS: 43.42 || Objects tracked: 0 || 
2023-02-03 21:01:56.684351 ||Processed frame no: 2275 || Current FPS: 45.32 || Objects tracked: 0 || 
2023-02-03 21:01:56.726350 ||Processed frame no: 2276 || Current FPS: 45.46 || Objects tracked: 0 || 
2023-02-03 21:01:56.771820 ||Processed frame no: 2277 || Current FPS: 43.04 || Objects tracked: 0 || 
2023-02-03 21:01:56.814838 ||Processed frame no: 2278 || Current FPS: 43.49 || Objects tracked: 0 || 
2023-02-03 21:01:56.857377 ||Processed frame no: 2279 || Current FPS: 46.43 || Objects tracked: 0 || 
2023-02-03 21:01:56.906388 ||Processed frame no: 2280 || Current FPS: 43.45 || Objects tracked: 0 || 
2023-02-03 21:01:56.954465 ||Processed frame no: 2281 || Current FPS: 43.33 || Objects tracked: 0 || 
2023-02-03 21:01:56.998479 ||Processed frame no: 2282 || Current FPS: 45.42 || Objects tracked: 0 || 
2023-02-03 21:01:57.040481 ||Processed frame no: 2283 || Current FPS: 45.42 || Objects tracked: 0 || 
2023-02-03 21:01:57.085016 ||Processed frame no: 2284 || Current FPS: 45.46 || Objects tracked: 0 || 
2023-02-03 21:01:57.128018 ||Processed frame no: 2285 || Current FPS: 45.45 || Objects tracked: 0 || 
2023-02-03 21:01:57.170640 ||Processed frame no: 2286 || Current FPS: 46.47 || Objects tracked: 0 || 
2023-02-03 21:01:57.213496 ||Processed frame no: 2287 || Current FPS: 45.46 || Objects tracked: 0 || 
2023-02-03 21:01:57.255043 ||Processed frame no: 2288 || Current FPS: 44.35 || Objects tracked: 0 || 
2023-02-03 21:01:57.296042 ||Processed frame no: 2289 || Current FPS: 45.46 || Objects tracked: 0 || 
2023-02-03 21:01:57.337061 ||Processed frame no: 2290 || Current FPS: 45.4 || Objects tracked: 0 || 
2023-02-03 21:01:57.379592 ||Processed frame no: 2291 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:57.419593 ||Processed frame no: 2292 || Current FPS: 45.45 || Objects tracked: 0 || 
2023-02-03 21:01:57.462368 ||Processed frame no: 2293 || Current FPS: 42.1 || Objects tracked: 0 || 
2023-02-03 21:01:57.506370 ||Processed frame no: 2294 || Current FPS: 43.46 || Objects tracked: 0 || 
2023-02-03 21:01:57.555912 ||Processed frame no: 2295 || Current FPS: 32.74 || Objects tracked: 0 || 
2023-02-03 21:01:57.596910 ||Processed frame no: 2296 || Current FPS: 45.45 || Objects tracked: 0 || 
2023-02-03 21:01:57.638530 ||Processed frame no: 2297 || Current FPS: 46.26 || Objects tracked: 0 || 
2023-02-03 21:01:57.680367 ||Processed frame no: 2298 || Current FPS: 44.1 || Objects tracked: 0 || 
2023-02-03 21:01:57.723302 ||Processed frame no: 2299 || Current FPS: 44.38 || Objects tracked: 0 || 
2023-02-03 21:01:57.769447 ||Processed frame no: 2300 || Current FPS: 41.22 || Objects tracked: 0 || 
2023-02-03 21:01:57.813147 ||Processed frame no: 2301 || Current FPS: 43.48 || Objects tracked: 0 || 
2023-02-03 21:01:57.859010 ||Processed frame no: 2302 || Current FPS: 44.39 || Objects tracked: 0 || 
2023-02-03 21:01:57.901010 ||Processed frame no: 2303 || Current FPS: 45.43 || Objects tracked: 0 || 
2023-02-03 21:01:57.944027 ||Processed frame no: 2304 || Current FPS: 41.63 || Objects tracked: 0 || 
2023-02-03 21:01:57.985563 ||Processed frame no: 2305 || Current FPS: 45.45 || Objects tracked: 0 || 
2023-02-03 21:01:58.029563 ||Processed frame no: 2306 || Current FPS: 45.45 || Objects tracked: 0 || 
2023-02-03 21:01:58.072094 ||Processed frame no: 2307 || Current FPS: 42.54 || Objects tracked: 0 || 
2023-02-03 21:01:58.115092 ||Processed frame no: 2308 || Current FPS: 43.46 || Objects tracked: 0 || 
2023-02-03 21:01:58.157646 ||Processed frame no: 2309 || Current FPS: 46.37 || Objects tracked: 0 || 
2023-02-03 21:01:58.199402 ||Processed frame no: 2310 || Current FPS: 43.93 || Objects tracked: 0 || 
2023-02-03 21:01:58.241591 ||Processed frame no: 2311 || Current FPS: 43.44 || Objects tracked: 0 || 
2023-02-03 21:01:58.282118 ||Processed frame no: 2312 || Current FPS: 45.47 || Objects tracked: 0 || 
2023-02-03 21:01:58.324126 ||Processed frame no: 2313 || Current FPS: 45.45 || Objects tracked: 0 || 
2023-02-03 21:01:58.366686 ||Processed frame no: 2314 || Current FPS: 44.35 || Objects tracked: 0 || 
2023-02-03 21:01:58.407684 ||Processed frame no: 2315 || Current FPS: 45.45 || Objects tracked: 0 || 
2023-02-03 21:01:58.455233 ||Processed frame no: 2316 || Current FPS: 35.03 || Objects tracked: 0 || 
2023-02-03 21:01:58.497236 ||Processed frame no: 2317 || Current FPS: 45.46 || Objects tracked: 0 || 
2023-02-03 21:01:58.543254 ||Processed frame no: 2318 || Current FPS: 45.4 || Objects tracked: 0 || 
2023-02-03 21:01:58.585788 ||Processed frame no: 2319 || Current FPS: 45.45 || Objects tracked: 0 || 
2023-03-13 20:27:09.976431 ||Processed frame no: 1 || Current FPS: 1.25 || Objects tracked: 4 || car: 4 
2023-03-13 20:27:10.107257 ||Processed frame no: 2 || Current FPS: 19.27 || Objects tracked: 3 || car: 3 
2023-03-13 20:27:10.150401 ||Processed frame no: 3 || Current FPS: 32.47 || Objects tracked: 3 || car: 3 
2023-03-13 20:27:10.198209 ||Processed frame no: 4 || Current FPS: 26.43 || Objects tracked: 3 || car: 3 
2023-03-13 20:27:10.248602 ||Processed frame no: 5 || Current FPS: 25.43 || Objects tracked: 3 || car: 3 
2023-03-13 20:27:10.284161 ||Processed frame no: 6 || Current FPS: 38.43 || Objects tracked: 3 || car: 3 
2023-03-13 20:27:10.333690 ||Processed frame no: 7 || Current FPS: 32.19 || Objects tracked: 3 || car: 3 
2023-03-13 20:27:10.376116 ||Processed frame no: 8 || Current FPS: 37.04 || Objects tracked: 3 || car: 3 
2023-03-13 20:27:10.445269 ||Processed frame no: 9 || Current FPS: 34.82 || Objects tracked: 3 || car: 3 
2023-03-13 20:27:10.494965 ||Processed frame no: 10 || Current FPS: 33.59 || Objects tracked: 3 || car: 3 
2023-03-13 20:27:10.532485 ||Processed frame no: 11 || Current FPS: 35.72 || Objects tracked: 1 || car: 1 
2023-03-13 20:27:10.575411 ||Processed frame no: 12 || Current FPS: 29.09 || Objects tracked: 1 || car: 1 
2023-03-13 20:27:10.606538 ||Processed frame no: 13 || Current FPS: 46.93 || Objects tracked: 1 || car: 1 
2023-03-13 20:27:10.639138 ||Processed frame no: 14 || Current FPS: 45.78 || Objects tracked: 1 || car: 1 
2023-03-13 20:27:10.683695 ||Processed frame no: 15 || Current FPS: 46.5 || Objects tracked: 1 || car: 1 
2023-03-13 20:27:10.718424 ||Processed frame no: 16 || Current FPS: 38.74 || Objects tracked: 1 || car: 1 
2023-03-13 20:27:10.753083 ||Processed frame no: 17 || Current FPS: 40.2 || Objects tracked: 1 || car: 1 
2023-03-13 20:27:10.805057 ||Processed frame no: 18 || Current FPS: 24.29 || Objects tracked: 1 || car: 1 
2023-03-13 20:27:10.842283 ||Processed frame no: 19 || Current FPS: 38.41 || Objects tracked: 1 || car: 1 
2023-03-13 20:27:10.875630 ||Processed frame no: 20 || Current FPS: 41.76 || Objects tracked: 1 || car: 1 
2023-03-13 20:27:10.923556 ||Processed frame no: 21 || Current FPS: 28.06 || Objects tracked: 1 || car: 1 
2023-03-13 20:27:10.969031 ||Processed frame no: 22 || Current FPS: 28.72 || Objects tracked: 1 || car: 1 
2023-03-13 20:27:11.003428 ||Processed frame no: 23 || Current FPS: 48.35 || Objects tracked: 0 || 
2023-03-13 20:27:11.047110 ||Processed frame no: 24 || Current FPS: 45.54 || Objects tracked: 0 || 
2023-03-13 20:27:11.083541 ||Processed frame no: 25 || Current FPS: 41.32 || Objects tracked: 1 || car: 1 
2023-03-13 20:27:11.114710 ||Processed frame no: 26 || Current FPS: 58.81 || Objects tracked: 0 || 
2023-03-13 20:27:11.147637 ||Processed frame no: 27 || Current FPS: 61.73 || Objects tracked: 0 || 
2023-03-13 20:27:11.184672 ||Processed frame no: 28 || Current FPS: 38.28 || Objects tracked: 0 || 
2023-03-13 20:27:11.209978 ||Processed frame no: 29 || Current FPS: 58.91 || Objects tracked: 0 || 
2023-03-13 20:27:11.236220 ||Processed frame no: 30 || Current FPS: 64.73 || Objects tracked: 0 || 
2023-03-13 20:27:11.278205 ||Processed frame no: 31 || Current FPS: 37.54 || Objects tracked: 0 || 
2023-03-13 20:27:11.304882 ||Processed frame no: 32 || Current FPS: 60.27 || Objects tracked: 0 || 
2023-03-13 20:27:11.348636 ||Processed frame no: 33 || Current FPS: 58.3 || Objects tracked: 0 || 
2023-03-13 20:27:11.378894 ||Processed frame no: 34 || Current FPS: 46.79 || Objects tracked: 0 || 
2023-03-13 20:27:11.435115 ||Processed frame no: 35 || Current FPS: 30.43 || Objects tracked: 1 || car: 1 
2023-03-13 20:27:11.477779 ||Processed frame no: 36 || Current FPS: 30.62 || Objects tracked: 1 || car: 1 
2023-03-13 20:27:11.509649 ||Processed frame no: 37 || Current FPS: 42.98 || Objects tracked: 1 || car: 1 
2023-03-13 20:27:11.568172 ||Processed frame no: 38 || Current FPS: 43.15 || Objects tracked: 1 || car: 1 
2023-03-13 20:27:11.612043 ||Processed frame no: 39 || Current FPS: 29.92 || Objects tracked: 1 || car: 1 
2023-03-13 20:27:11.667689 ||Processed frame no: 40 || Current FPS: 44.24 || Objects tracked: 1 || car: 1 
